Date,Open,High,Low,Close,Adj Close,Volume
2014-10-21,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,0
2014-10-22,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,0
2014-10-23,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,0
2014-10-24,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,0
2014-10-27,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,0
2014-10-28,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,0
2014-10-29,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,0
2014-10-30,13.104999542236328,13.104999542236328,13.104999542236328,13.104999542236328,13.104999542236328,25
2014-10-31,13.104999542236328,13.104999542236328,13.104999542236328,13.104999542236328,13.104999542236328,0
2014-11-03,13.739999771118164,13.739999771118164,13.739999771118164,13.739999771118164,13.739999771118164,100
2014-11-04,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,2000
2014-11-05,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,0
2014-11-06,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,0
2014-11-07,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,0
2014-11-10,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,0
2014-11-11,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,0
2014-11-12,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,0
2014-11-13,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,0
2014-11-14,13.472999572753906,13.472999572753906,13.472999572753906,13.472999572753906,13.472999572753906,0
2014-11-17,13.428999900817871,13.428999900817871,13.428999900817871,13.428999900817871,13.428999900817871,0
2014-11-18,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,0
2014-11-19,13.196000099182129,13.196000099182129,13.196000099182129,13.196000099182129,13.196000099182129,0
2014-11-20,13.159000396728516,13.345999717712402,13.159000396728516,13.345999717712402,13.345999717712402,350
2014-11-21,13.109999656677246,13.109999656677246,13.109999656677246,13.109999656677246,13.109999656677246,0
2014-11-24,13.289999961853027,13.289999961853027,13.289999961853027,13.289999961853027,13.289999961853027,0
2014-11-25,13.272000312805176,13.463000297546387,13.272000312805176,13.463000297546387,13.463000297546387,700
2014-11-26,13.241999626159668,13.241999626159668,13.192999839782715,13.192999839782715,13.192999839782715,0
2014-11-28,13.5,13.5,13.5,13.5,13.5,0
2014-12-01,13.5,13.5,13.5,13.5,13.5,0
2014-12-02,12.930000305175781,13.050000190734863,12.930000305175781,13.050000190734863,13.050000190734863,8764
2014-12-03,13.050000190734863,13.050000190734863,13.050000190734863,13.050000190734863,13.050000190734863,0
2014-12-04,13.050000190734863,13.050000190734863,13.050000190734863,13.050000190734863,13.050000190734863,0
